date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:43:53	151549/151549	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:43:53%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Generation%201	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Generation%201.51.delayed	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:44:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:43:55%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/05/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/05/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:44:55	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:44:03%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/04/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/04/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:44:58	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:44:57%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/06/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/06/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:44:58	151549/151549	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:44:58%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Generation%202	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Generation%202.52.delayed	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:45:00%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/07/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/07/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:00	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:45:00%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/08/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/08/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:02%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/10/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/10/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:02	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:02%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/09/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/09/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:04	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:04%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/12/	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/12/index.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:05	151549/151549	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:46:04%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Generation%203	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Generation%203	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:07	151573/151573	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:46:07%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/History%20and%20Historical%20Monuments	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/History%20and%20Historical%20Monuments	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:09	151558/151558	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:46:09%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Notes%20or%20Editorials	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Notes%20or%20Editorials	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:12	151557/151557	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:46:12%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Old%20Furnace%20Church	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Old%20Furnace%20Church	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:14	151540/151540	---MCZ	404	error ('NOT%20FOUND')	text/html	date:Tue,%2017%20Mar%202026%2013:46:14%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/search/label/Wills	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/search/label/Wills	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:17	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:17%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/10/henry-nicholas-abe-11-018.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/10/henry-nicholas-abe-11-018.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:20	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:19%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/10/sophia-jane-abe-11-021.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/10/sophia-jane-abe-11-021.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:22	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:21%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2010/06/frederick-abe-10-009.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2010/06/frederick-abe-10-009.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:23	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:23%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/08/isaac-franklin-abe-11-013.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/08/isaac-franklin-abe-11-013.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:25	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:25%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/09/amanda-melvina-abe-largent-11-015.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/09/amanda-melvina-abe-largent-11-015.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:27	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:27%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2010/12/edward-randolph-abe-10-032.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2010/12/edward-randolph-abe-10-032.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:30	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:29%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2011/09/john-adam-and-martha-jane-abe-infant.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2011/09/john-adam-and-martha-jane-abe-infant.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:31	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:31%20GMT	https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/2010/07/vulcan-furnace-10-013.html	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346/http_/www.abefamilyheritage.com/2010/07/vulcan-furnace-10-013.html	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:34	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:34%20GMT	https://web.archive.org/web/20251107210346js_/https://www.blogger.com/static/v1/widgets/1601900224-widgets.js	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107210346js_/https_/www.blogger.com/static/v1/widgets/1601900224-widgets.js	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:37	149139/149139	---MC-	200	added ('OK')	text/javascript	date:Tue,%2017%20Mar%202026%2013:46:37%20GMT	https://web.archive.org/web/20251107205510js_/https://www.blogger.com/static/v1/widgets/1601900224-widgets.js	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107205510js_/https_/www.blogger.com/static/v1/widgets/1601900224-widgets.js	(from https://web.archive.org/web/20251107210346/http://www.abefamilyheritage.com/)
08:46:40	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:40%20GMT	https://web.archive.org/web/20251107205922im_/https://www.blogger.com/img/widgets/stats-flipper.png	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107205922im_/https_/www.blogger.com/img/widgets/stats-flipper.62.delayed	(from https://web.archive.org/web/20251107205922cs_/https://www.blogger.com/static/v1/widgets/4128112664-css_bundle_v2.css)
08:46:42	233/233	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Mar%202026%2013:46:42%20GMT	https://web.archive.org/web/20251107205512im_/https://www.blogger.com/img/widgets/stats-flipper.png	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107205512im_/https_/www.blogger.com/img/widgets/stats-flipper.png	(from https://web.archive.org/web/20251107205922cs_/https://www.blogger.com/static/v1/widgets/4128112664-css_bundle_v2.css)
08:46:42	335/335	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Mar%202026%2009:54:19%20GMT	https://resources.blogblog.com/img/widgets/s_top.png	C:/Mike_Abe/kim2-20251107/resources.blogblog.com/img/widgets/s_top.png	(from https://web.archive.org/web/20251107205922cs_/https://www.blogger.com/static/v1/widgets/4128112664-css_bundle_v2.css)
08:46:44	0/0	---M--	302	error ('FOUND')	text/plain	date:Tue,%2017%20Mar%202026%2013:46:44%20GMT	https://web.archive.org/web/20251107205922im_/https://resources.blogblog.com/img/widgets/s_top.png	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107205922im_/https_/resources.blogblog.com/img/widgets/s_top.png	(from https://web.archive.org/web/20251107205922cs_/https://www.blogger.com/static/v1/widgets/4128112664-css_bundle_v2.css)
08:46:46	335/335	---M--	200	added ('OK')	image/png	date:Tue,%2017%20Mar%202026%2013:46:46%20GMT	https://web.archive.org/web/20251107205512im_/https://resources.blogblog.com/img/widgets/s_top.png	C:/Mike_Abe/kim2-20251107/web.archive.org/web/20251107205512im_/https_/resources.blogblog.com/img/widgets/s_top.png	(from https://web.archive.org/web/20251107205922cs_/https://www.blogger.com/static/v1/widgets/4128112664-css_bundle_v2.css)
